--- Terminal on COM3 | 921600 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ
Piano calibration (48kHz) - ENTER starts capture.
BUILD_TAG=cal_v7_shift12_logspec_autoshift

FS=48000 N=4096 HOP=256 rows/secÔëê187.50
Models JSON: /models.json
Noise JSON:  /noise.json

Commands:
  <ENTER>            start recording current key
  start <idx>        jump to key index (0..84)
  start <label>      jump to key label (e.g. start G#1)
  redo               redo last recorded key (overwrite in /models.json)
  redo prev          redo key before last recorded
  noise              record 10s silence -> /noise.json
  noise show         show if /noise.json exists
  help               show this help

NEXT: key_idx=0 label=A0 ÔÇö press ENTER to record (or type help)
OK: start at key_idx=41 label=D4

NEXT: key_idx=41 label=D4 ÔÇö press ENTER to record (or type help)
CAP_BEGIN {"type":"CAP_BEGIN","key_idx":41,"key":"D4","fs":48000,"n":4096,"hop":256,"ms":10500,"peaks":8,"fmin":20.0,"fmax":4000.0,"resp_ms_init":200,"settle_ms":200,"shift_right_init":12,"spec_total":"log10(power/N+1)"}
INSTRUCTIONS:
  - Keep room silent for 1s.
  - Then PRESS+HOLD when told (3 times), with releases in between.
  - After final press, let it ring (tail).
  - Do NOT touch other keys.

SILENCE (1s)...
PRESS + HOLD (2s)...
RELEASE (1s)...
PRESS + HOLD (2s)...
RELEASE (1s)...
PRESS + HOLD (2s)...
CSV_BEGIN
type,t_ms,key_idx,key,cap_phase,rms_ac,ac_peak,zc,min,max,spec_total_log10,centroid_hz,bandwidth_hz,rolloff85_hz,flatness,band1_20_80,band2_80_200,band3_200_500,band4_500_1280,band5_1280_2500,band6_2500_4000,p1_hz,p1_mag,p2_hz,p2_mag,p3_hz,p3_mag,p4_hz,p4_mag,p5_hz,p5_mag,p6_hz,p6_mag,p7_hz,p7_mag,p8_hz,p8_mag
CAL_WIN,3438,41,D4,1,1372.620,3021.565,68.0,-3091.0,2866.0,9.797,819.32,867.79,1640.63,0.407800,1054553.250,6013777.500,16968936.000,11852452.000,5749444.000,3303458.750,210.94,1522118.875,292.97,1513512.500,316.41,1397752.500,269.53,775713.062,375.00,752673.937,398.44,743160.750,527.34,624240.125,128.91,498637.406
CAL_WIN,3457,41,D4,1,1412.391,3054.112,61.0,-3091.0,2866.0,9.836,831.01,879.22,1664.06,0.445884,1117211.875,5973740.500,17575576.000,12124932.000,6099704.000,3578425.750,292.97,1759074.250,210.94,1730048.625,398.44,857316.000,515.62,620408.250,585.94,546636.812,128.91,510893.719,691.41,354265.844,773.44,328553.063
CAL_WIN,3475,41,D4,1,1440.395,3047.244,65.0,-3091.0,2866.0,9.863,841.44,886.09,1710.94,0.463042,1171253.250,5688052.500,17519552.000,12059809.000,6262104.000,3672384.750,292.97,2014697.375,210.94,1896950.625,386.72,996389.625,515.62,721698.125,585.94,578615.687,128.91,489462.219,691.41,373866.469,773.44,343339.000
CAL_WIN,3494,41,D4,1,1452.374,3037.061,62.0,-3091.0,2866.0,9.880,846.46,886.81,1710.94,0.454461,1204352.000,5264391.500,16880200.000,11686178.000,6180511.500,3565540.250,292.97,2248171.750,210.94,2023224.375,386.72,1068126.750,515.62,800337.687,585.94,585414.125,175.78,556584.250,691.41,386500.719,773.44,335863.500
CAL_WIN,3513,41,D4,1,1450.329,3047.042,69.0,-3091.0,2866.0,9.889,842.08,878.97,1699.22,0.422715,1192350.000,4920476.000,15978428.000,11235842.000,5920644.500,3299608.750,304.69,2459874.750,210.94,2100493.000,386.72,1081248.125,503.91,987120.562,585.94,562588.625,175.78,443287.938,351.56,415104.063,691.41,392469.563
CAL_WIN,3531,41,D4,2,1437.412,3019.799,63.0,-3091.0,2866.0,9.892,826.21,865.22,1640.63,0.417037,1126672.250,4813638.000,15264688.000,10903907.000,5514550.000,3013221.500,304.69,2595143.000,210.94,2126343.000,503.91,1173911.250,398.44,1065736.000,585.94,515794.563,691.41,391377.125,351.56,286706.906,773.44,275553.219
CAL_WIN,3550,41,D4,2,1413.925,3035.249,70.0,-3091.0,2866.0,9.886,792.93,840.06,1558.59,0.394735,1035158.125,4829795.000,15078991.000,10591925.000,4971298.500,2660465.750,304.69,2639300.000,210.94,2082596.125,503.91,1320611.750,398.44,1043235.937,585.94,453051.063,691.41,384165.938,164.06,329575.063,1019.53,253861.562
CAL_WIN,3569,41,D4,2,1388.000,3072.353,67.0,-3091.0,2866.0,9.867,749.07,806.30,1429.69,0.354014,1014428.375,4826496.000,15168465.000,10084738.000,4362943.000,2267346.750,304.69,2615164.250,210.94,1975589.625,503.91,1407897.375,398.44,997231.875,585.94,390022.188,691.41,367624.125,164.06,357517.594,257.81,310300.594
CAL_WIN,3587,41,D4,2,1327.816,3096.288,70.0,-3091.0,2866.0,9.831,713.40,780.36,1335.94,0.311210,1079697.250,4688912.000,15060643.000,9393609.000,3838059.000,1958857.500,304.69,2526136.750,210.94,1823242.625,503.91,1430345.125,398.44,943717.312,257.81,378429.469,164.06,363148.656,585.94,340175.875,691.41,335570.781
CAL_WIN,3606,41,D4,2,1264.226,3114.715,79.0,-3091.0,2866.0,9.774,708.78,785.66,1324.22,0.328766,1170067.750,4384756.500,14554895.000,8654890.000,3578644.250,1891598.000,304.69,2351610.250,210.94,1629447.750,503.91,1392952.750,398.44,875628.437,257.81,406894.344,164.06,363444.531,585.94,303158.531,691.41,290411.219
CAL_WIN,3625,41,D4,2,1211.240,3106.026,75.0,-3091.0,2866.0,9.691,724.27,806.74,1359.38,0.363128,1233273.125,4032287.750,13581027.000,8070236.000,3446518.750,1924777.875,304.69,2103891.500,210.94,1393358.250,503.91,1302054.875,398.44,782336.625,257.81,416209.875,152.34,386531.750,585.94,274214.031,691.41,238662.469
CAL_WIN,3643,41,D4,2,1139.953,3133.873,106.0,-3091.0,2866.0,9.580,745.47,830.41,1429.69,0.391458,1249539.125,3658764.500,12258241.000,7367357.500,3284977.000,1928168.250,304.69,1796363.625,503.91,1165552.625,210.94,1139804.375,398.44,677682.187,257.81,428555.844,128.91,410299.781,152.34,385185.594,585.94,251609.062
CAL_WIN,3662,41,D4,2,1068.279,3118.842,96.0,-3091.0,2866.0,9.439,767.23,851.53,1523.44,0.411714,1211214.250,3205667.250,10601118.000,6515471.500,3015310.000,1843521.375,304.69,1466965.750,503.91,995157.437,210.94,882421.937,398.44,566295.750,257.81,426958.563,140.62,395572.781,585.94,231245.875,445.31,201852.953
CAL_WIN,3681,41,D4,2,1003.804,3123.269,104.0,-3091.0,2807.0,9.267,785.19,866.28,1558.59,0.420005,1115862.500,2669851.000,8856905.000,5611499.500,2621991.000,1662698.125,304.69,1137062.125,503.91,809545.250,210.94,649494.687,398.44,457290.188,257.81,390199.406,140.62,385161.563,175.78,252262.953,585.94,202869.453
CAL_WIN,3699,41,D4,2,911.804,2981.241,97.0,-2966.0,2807.0,9.066,799.39,876.74,1582.03,0.418724,970382.437,2129073.250,7121109.000,4724773.500,2163545.750,1427897.125,304.69,831247.000,503.91,628107.125,210.94,453207.906,398.44,349623.750,140.62,344628.594,257.81,323815.281,175.78,226504.234,585.94,168145.609
CAL_WIN,3718,41,D4,2,815.868,2836.587,147.0,-2840.0,2807.0,8.842,807.32,883.31,1582.03,0.414554,842258.937,1684576.375,5495292.500,3909303.250,1715276.750,1175134.750,316.41,593284.312,503.91,465295.906,210.94,303871.938,140.62,295992.313,398.44,254648.531,257.81,248649.312,175.78,164912.469,433.59,140608.359
CAL_WIN,3737,41,D4,2,692.794,2647.972,144.0,-2648.0,2621.0,8.614,795.03,885.36,1558.59,0.413957,886401.375,1482819.750,4044039.000,3148215.000,1338949.875,932267.312,316.41,419178.844,503.91,330052.719,140.62,267286.469,210.94,198968.734,257.81,189810.391,398.44,174672.922,433.59,122984.766,468.75,110800.773
CAL_WIN,3755,41,D4,2,582.066,2275.549,178.0,-2193.0,2251.0,8.420,769.33,886.02,1523.44,0.395385,916772.937,1486080.750,2912706.750,2474568.000,1068388.625,735165.437,316.41,284205.063,339.84,258094.719,140.62,256312.562,503.91,223472.891,187.50,154019.703,246.09,147603.016,210.94,132562.219,386.72,127147.781
CAL_WIN,3774,41,D4,2,463.404,2108.321,178.0,-2118.0,1669.0,8.299,761.16,903.99,1570.31,0.395621,918600.125,1551189.125,2171665.000,1962950.625,927725.562,647862.062,140.62,255349.672,339.84,240181.312,316.41,196339.047,187.50,161505.594,503.91,143009.500,246.09,142029.844,222.66,118698.570,386.72,100253.836
CAL_WIN,3793,41,D4,2,356.463,1663.142,171.0,-1472.0,1669.0,8.241,766.44,927.41,1640.63,0.414757,880377.000,1590880.625,1963602.125,1618256.375,878624.312,634202.687,140.62,258116.062,339.84,205765.891,316.41,142768.500,187.50,142404.766,222.66,131520.797,246.09,118741.648,527.34,98780.469,503.91,87548.156
CAL_WIN,3812,41,D4,2,285.341,1482.197,179.0,-1472.0,935.0,8.200,770.95,943.17,1734.38,0.425167,793765.500,1570817.250,1941363.875,1368810.500,829379.187,622809.062,140.62,251601.719,339.84,175428.500,304.69,149842.812,222.66,140359.125,246.09,91159.445,527.34,73532.039,386.72,66360.445,445.31,59425.168
CAL_WIN,3830,41,D4,2,220.616,833.871,172.0,-801.0,858.0,8.147,772.82,951.25,1757.81,0.414997,668746.250,1486828.000,1878501.375,1172091.375,751649.937,586164.312,140.62,232699.078,210.94,165082.000,304.69,158220.953,339.84,152059.328,386.72,67450.586,539.06,61313.590,433.59,53423.203,808.59,43447.633
CAL_WIN,3950,41,D4,2,202.025,840.246,194.0,-566.0,858.0,8.074,776.42,954.93,1804.69,0.422158,520741.219,1349139.750,1763649.250,1018500.187,662664.187,533836.000,164.06,204341.734,140.62,202051.906,210.94,186593.562,304.69,161046.453,351.56,136823.234,386.72,69993.266,257.81,56097.566,433.59,48096.340
CAL_WIN,3969,41,D4,2,181.587,571.173,212.0,-566.0,505.0,7.986,783.13,958.04,1816.41,0.427633,373730.625,1173763.250,1602145.375,880824.375,567495.875,472168.094,164.06,204377.781,210.94,200879.562,292.97,173455.625,140.62,160443.344,351.56,116442.594,386.72,73657.742,257.81,45594.039,433.59,41329.543
CAL_WIN,3988,41,D4,2,179.447,567.793,209.0,-566.0,505.0,7.898,780.29,954.28,1792.97,0.421268,259774.078,1023099.812,1460647.875,758625.125,474010.781,408941.531,210.94,206507.328,292.97,186748.375,164.06,185136.531,128.91,138872.734,339.84,90427.406,386.72,75366.664,433.59,35140.855,257.81,34195.184
CAL_WIN,4006,41,D4,2,179.475,568.195,209.0,-566.0,505.0,7.827,760.10,940.83,1710.94,0.396230,221647.734,893303.062,1406164.875,652769.000,408234.594,355742.344,210.94,202399.391,292.97,188740.344,164.06,152431.641,128.91,132800.250,339.84,79592.562,386.72,72226.797,363.28,62395.582,433.59,29542.162
CAL_WIN,4025,41,D4,2,167.433,580.855,209.0,-566.0,505.0,7.780,744.49,927.79,1652.34,0.375386,210551.344,793093.562,1419057.750,599047.312,377027.063,327088.688,210.94,192734.250,304.69,179472.203,128.91,126639.172,164.06,114889.008,339.84,71943.430,398.44,69471.523,527.34,28958.654,585.94,26612.254
CAL_WIN,4044,41,D4,2,161.647,578.181,216.0,-566.0,505.0,7.750,747.90,922.41,1652.34,0.387995,201603.766,710470.437,1452199.125,598391.062,379239.375,318086.875,304.69,188071.719,210.94,181050.719,128.91,118269.672,175.78,94356.930,339.84,67761.391,398.44,67719.430,375.00,65352.945,527.34,29325.525
CAL_WIN,4062,41,D4,2,152.115,567.257,222.0,-566.0,505.0,7.725,757.38,921.91,1664.06,0.394706,192209.109,630505.375,1462374.000,600958.125,382260.969,312018.344,304.69,194611.109,210.94,170539.516,281.25,116540.961,128.91,110842.641,187.50,75093.187,375.00,66015.969,398.44,65345.438,527.34,30407.457
CAL_WIN,4081,41,D4,2,126.631,331.500,242.0,-295.0,329.0,7.699,767.78,925.93,1699.22,0.397251,185256.516,561366.062,1427499.250,589614.812,374605.656,305084.875,304.69,196957.547,210.94,163393.125,281.25,122182.508,128.91,103087.195,187.50,67523.891,398.44,64884.469,375.00,62260.809,527.34,31270.344
CAL_WIN,4100,41,D4,2,125.315,330.966,246.0,-295.0,329.0,7.674,774.96,928.38,1722.66,0.392318,182787.172,507346.000,1393537.125,576370.687,361469.031,297926.406,304.69,197782.516,210.94,154792.844,281.25,125340.148,128.91,92383.516,398.44,65384.180,375.00,57775.523,339.84,55223.105,527.34,30597.883
CAL_WIN,4118,41,D4,2,125.085,331.969,239.0,-295.0,329.0,7.651,783.61,927.94,1757.81,0.390159,179602.719,457839.000,1397111.125,583626.625,360422.250,293697.563,304.69,198149.516,210.94,145848.609,281.25,125548.156,128.91,77353.320,398.44,66633.742,375.00,53075.641,351.56,48523.777,585.94,29003.848
CAL_WIN,4137,41,D4,2,121.947,327.677,247.0,-295.0,329.0,7.630,808.63,937.70,1828.13,0.403578,171675.672,421053.906,1355863.375,594994.812,373082.125,297042.375,304.69,197388.562,210.94,136323.281,281.25,121467.477,398.44,68126.781,351.56,45595.746,585.94,28801.367,492.19,27249.770,773.44,26577.264
CAL_WIN,4156,41,D4,2,118.131,319.401,266.0,-295.0,329.0,7.608,846.57,956.34,1898.44,0.424966,160511.234,385215.906,1267943.250,605531.937,386718.000,305878.531,304.69,192015.094,210.94,125531.672,386.72,70674.148,351.56,40478.109,585.94,28165.449,492.19,26882.496,773.44,25367.865,539.06,22309.035
CAL_WIN,4175,41,D4,2,115.253,321.236,272.0,-295.0,329.0,7.582,884.92,976.71,2027.34,0.450565,149458.828,355531.281,1166110.750,602002.750,392507.094,312524.719,292.97,186109.328,199.22,121672.016,386.72,80223.539,351.56,35880.293,574.22,30732.420,140.62,28837.229,234.37,28001.521,175.78,26305.584
CAL_WIN,4193,41,D4,2,113.069,319.811,286.0,-295.0,329.0,7.550,909.70,996.63,2074.22,0.462195,150920.703,342471.844,1075208.250,572424.312,384495.500,313931.625,292.97,199689.312,199.22,124176.797,386.72,85488.602,574.22,32073.879,351.56,31495.357,140.62,24089.971,492.19,22695.271,761.72,20989.973
CAL_WIN,4212,41,D4,2,107.285,293.365,268.0,-288.0,288.0,7.514,916.39,1015.12,2109.38,0.469662,171744.828,337867.375,1000730.375,519251.500,364307.719,309440.313,292.97,202462.687,199.22,124944.664,386.72,87315.945,574.22,31812.836,257.81,28079.799,351.56,28067.096,140.62,23903.432,761.72,20840.988
CAL_WIN,4231,41,D4,2,106.197,290.199,269.0,-288.0,288.0,7.479,912.09,1031.21,2144.53,0.457154,192356.984,338937.125,928812.750,453480.063,335710.781,297107.469,292.97,198670.984,199.22,124397.430,386.72,87461.406,574.22,31060.500,128.91,26381.721,351.56,26235.437,257.81,24881.098,761.72,20340.406
CAL_WIN,4249,41,D4,2,104.972,289.539,262.0,-288.0,288.0,7.452,907.41,1042.99,2167.97,0.445491,207395.984,339133.594,865754.812,395066.406,315340.094,282360.813,292.97,191991.328,199.22,123763.852,386.72,87647.555,574.22,30431.574,128.91,30389.340,246.09,25614.129,351.56,23878.783,761.72,19714.582
CAL_WIN,4268,41,D4,2,104.026,283.423,287.0,-288.0,250.0,7.433,908.29,1046.33,2179.69,0.442488,214606.047,335737.875,822055.500,374111.938,310528.031,273818.781,292.97,186367.766,199.22,123553.859,386.72,87032.930,128.91,31478.631,574.22,29845.670,246.09,28350.189,351.56,19892.299,761.72,18980.184
CAL_WIN,4287,41,D4,2,104.026,286.084,274.0,-288.0,250.0,7.422,913.66,1043.62,2191.41,0.447677,212262.687,330743.563,799792.562,387845.719,315844.156,270936.969,292.97,181570.750,199.22,124514.086,386.72,86518.586,140.62,31248.916,574.22,29355.480,246.09,28150.217,761.72,18375.008,949.22,15938.768
CAL_WIN,4306,41,D4,2,102.695,287.026,293.0,-288.0,250.0,7.417,921.02,1038.46,2191.41,0.455528,200082.937,323702.688,803064.000,412178.375,327229.375,271212.688,292.97,178483.516,199.22,125377.242,386.72,85474.492,140.62,30604.449,574.22,28962.627,257.81,26429.539,761.72,18110.309,1136.72,15815.615
CAL_WIN,4324,41,D4,2,100.994,288.776,287.0,-288.0,224.0,7.417,926.03,1033.94,2191.41,0.464326,180358.016,318893.969,826706.750,429113.406,334146.313,273642.000,292.97,176427.578,199.22,126738.359,386.72,85205.680,140.62,29602.090,574.22,29067.369,257.81,29042.242,234.37,19493.078,761.72,18255.639
CAL_WIN,4343,41,D4,2,99.249,238.470,299.0,-231.0,224.0,7.425,924.46,1029.19,2167.97,0.466314,160250.844,322571.969,857598.687,434053.406,336032.313,274902.906,292.97,176108.000,199.22,127614.695,386.72,84991.406,574.22,29366.447,140.62,27410.928,328.12,20869.236,761.72,18621.865,1136.72,16144.264
CAL_WIN,4362,41,D4,2,100.506,240.341,304.0,-231.0,224.0,7.439,920.15,1025.96,2156.25,0.463987,146451.828,326287.000,885817.500,426510.500,334933.938,274337.344,292.97,177056.797,199.22,128442.734,386.72,85188.352,574.22,29567.945,140.62,24654.096,761.72,18899.148,480.47,16498.643,1136.72,15878.873
