label,rep_dir,selected,fs,onset_sample,rms_pre,rms_post,snr_db,peak,clipped,note
a#0,captures\a#0\rep001_20251219-223412,0,48000,15840,0.00076317,0.02653506,30.823,0.09079,0,aligned_meta.onset_sample
a#0,captures\a#0\rep002_20251219-223414,1,48000,14880,0.00058387,0.02838331,33.734,0.09891,0,aligned_meta.onset_sample
a#0,captures\a#0\rep003_20251219-223417,1,48000,15360,0.00059154,0.02875634,33.734,0.10272,0,aligned_meta.onset_sample
a#0,captures\a#0\rep004_20251219-223419,0,48000,14880,0.00071790,0.02515634,30.891,0.09384,0,aligned_meta.onset_sample
a#0,captures\a#0\rep005_20251219-223421,1,48000,14640,0.00070343,0.02704864,31.697,0.09839,0,aligned_meta.onset_sample
a#1,captures\a#1\rep001_20251219-224126,1,48000,15120,0.00046279,0.04774567,40.269,0.15759,0,aligned_meta.onset_sample
a#1,captures\a#1\rep002_20251219-224128,1,48000,15840,0.00078275,0.04481494,35.155,0.14719,0,aligned_meta.onset_sample
a#1,captures\a#1\rep003_20251219-224130,1,48000,15120,0.00080982,0.04636944,35.156,0.14807,0,aligned_meta.onset_sample
a#1,captures\a#1\rep004_20251219-224132,0,48000,15600,0.00077371,0.04341812,34.981,0.14334,0,aligned_meta.onset_sample
a#1,captures\a#1\rep005_20251219-224134,0,48000,15360,0.00070838,0.03857405,34.719,0.12018,0,aligned_meta.onset_sample
a#2,captures\a#2\rep001_20251219-224400,0,48000,14640,0.00146194,0.04560143,29.880,0.13150,0,aligned_meta.onset_sample
a#2,captures\a#2\rep002_20251219-224403,1,48000,15360,0.00123778,0.04333424,30.883,0.14621,0,aligned_meta.onset_sample
a#2,captures\a#2\rep003_20251219-224405,0,48000,15360,0.00143392,0.03905073,28.702,0.13388,0,aligned_meta.onset_sample
a#2,captures\a#2\rep004_20251219-224408,1,48000,15600,0.00118048,0.04160669,30.941,0.12900,0,aligned_meta.onset_sample
a#2,captures\a#2\rep005_20251219-224410,1,48000,14640,0.00081966,0.04230936,34.255,0.14261,0,aligned_meta.onset_sample
a#3,captures\a#3\rep001_20251219-224633,1,48000,15120,0.00046738,0.04819961,40.266,0.15350,0,aligned_meta.onset_sample
a#3,captures\a#3\rep002_20251219-224636,0,48000,15600,0.00081586,0.04235728,34.305,0.12704,0,aligned_meta.onset_sample
a#3,captures\a#3\rep003_20251219-224638,0,48000,15360,0.00076773,0.04607938,35.565,0.14960,0,aligned_meta.onset_sample
a#3,captures\a#3\rep004_20251219-224640,1,48000,15120,0.00070036,0.04846107,36.800,0.16037,0,aligned_meta.onset_sample
a#3,captures\a#3\rep005_20251219-224643,1,48000,15360,0.00070842,0.04665232,36.370,0.15027,0,aligned_meta.onset_sample
a#4,captures\a#4\rep001_20251219-224909,0,48000,15600,0.00072127,0.02196225,29.670,0.08139,0,aligned_meta.onset_sample
a#4,captures\a#4\rep002_20251219-224911,1,48000,15360,0.00059333,0.02401796,32.143,0.08795,0,aligned_meta.onset_sample
a#4,captures\a#4\rep003_20251219-224913,1,48000,15600,0.00071384,0.02591605,31.198,0.09470,0,aligned_meta.onset_sample
a#4,captures\a#4\rep005_20251219-224917,1,48000,15360,0.00064151,0.02240581,30.862,0.08664,0,aligned_meta.onset_sample
a#5,captures\a#5\rep001_20251219-225119,1,48000,14640,0.00031156,0.03561896,41.160,0.12933,0,aligned_meta.onset_sample
a#5,captures\a#5\rep004_20251219-225128,0,48000,15600,0.00039543,0.02318581,35.361,0.08368,0,aligned_meta.onset_sample
a#5,captures\a#5\rep005_20251220-165535,1,48000,15120,0.00034265,0.03286686,39.636,0.11172,0,aligned_meta.onset_sample
a#5,captures\a#5\rep006_20251220-165539,0,48000,15840,0.00043741,0.03068181,36.918,0.10330,0,aligned_meta.onset_sample
a#5,captures\a#5\rep007_20251220-165543,0,48000,16560,0.00036569,0.03386632,39.331,0.11182,0,aligned_meta.onset_sample
a#5,captures\a#5\rep008_20251220-165546,1,48000,15360,0.00033252,0.03487698,40.412,0.11917,0,aligned_meta.onset_sample
a#5,captures\a#5\rep009_20251220-165549,0,48000,16080,0.00063156,0.02825257,33.012,0.09448,0,aligned_meta.onset_sample
a#6,captures\a#6\rep001_20251219-225329,0,48000,16320,0.00044572,0.01944846,32.795,0.06613,0,aligned_meta.onset_sample
a#6,captures\a#6\rep002_20251219-225332,1,48000,16560,0.00035797,0.01838177,34.208,0.06192,0,aligned_meta.onset_sample
a#6,captures\a#6\rep003_20251219-225334,0,48000,16560,0.00049436,0.02346193,33.525,0.08105,0,aligned_meta.onset_sample
a#6,captures\a#6\rep004_20251219-225336,1,48000,14400,0.00029477,0.02508014,38.594,0.08957,0,aligned_meta.onset_sample
a#6,captures\a#6\rep005_20251219-225339,1,48000,14640,0.00031315,0.01757374,34.980,0.05859,0,aligned_meta.onset_sample
a#6,captures\a#6\rep007_20251219-225539,0,48000,15840,0.00070387,0.02550322,31.181,0.09305,0,aligned_meta.onset_sample
a0,captures\a0\rep001_20251219-134040,0,48000,16320,0.00082877,0.02970113,31.086,0.10641,0,aligned_meta.onset_sample
a0,captures\a0\rep002_20251219-134050,0,48000,16320,0.00074576,0.02825322,31.568,0.10278,0,aligned_meta.onset_sample
a0,captures\a0\rep003_20251219-134056,0,48000,16080,0.00069554,0.02991013,32.669,0.10992,0,aligned_meta.onset_sample
a0,captures\a0\rep004_20251219-134101,0,48000,16560,0.00104032,0.02706045,28.303,0.08990,0,aligned_meta.onset_sample
a0,captures\a0\rep005_20251219-134103,0,48000,16080,0.00081805,0.03867078,33.491,0.14325,0,aligned_meta.onset_sample
a0,captures\a0\rep006_20251219-134106,1,48000,16320,0.00051129,0.03673276,37.126,0.15366,0,aligned_meta.onset_sample
a0,captures\a0\rep007_20251219-134108,0,48000,15360,0.00093046,0.03838760,32.309,0.13965,0,aligned_meta.onset_sample
a0,captures\a0\rep008_20251219-134110,0,48000,15360,0.00101381,0.03416428,30.551,0.12350,0,aligned_meta.onset_sample
a0,captures\a0\rep009_20251219-134112,0,48000,16800,0.00127648,0.03314866,28.288,0.12140,0,aligned_meta.onset_sample
a0,captures\a0\rep010_20251219-134115,0,48000,16080,0.00104056,0.03622808,30.835,0.12277,0,aligned_meta.onset_sample
a0,captures\a0\rep011_20251219-134117,0,48000,15840,0.00107945,0.03779341,30.884,0.13327,0,aligned_meta.onset_sample
a0,captures\a0\rep012_20251219-134119,0,48000,16080,0.00090726,0.03140796,30.785,0.11987,0,aligned_meta.onset_sample
a0,captures\a0\rep013_20251219-134122,0,48000,15840,0.00082161,0.02932636,31.051,0.10770,0,aligned_meta.onset_sample
a0,captures\a0\rep014_20251219-134124,0,48000,15840,0.00073980,0.03189759,32.692,0.11838,0,aligned_meta.onset_sample
a0,captures\a0\rep015_20251219-134126,1,48000,16320,0.00071853,0.04280341,35.499,0.15366,0,aligned_meta.onset_sample
a0,captures\a0\rep016_20251219-134129,0,48000,16560,0.00068790,0.03026683,32.868,0.11319,0,aligned_meta.onset_sample
a0,captures\a0\rep017_20251219-134131,0,48000,15840,0.00113178,0.03194924,29.013,0.12506,0,aligned_meta.onset_sample
a0,captures\a0\rep018_20251219-134134,0,48000,15600,0.00091747,0.04274029,33.364,0.16742,0,aligned_meta.onset_sample
a0,captures\a0\rep019_20251219-134136,0,48000,16320,0.00073471,0.03176472,32.715,0.11212,0,aligned_meta.onset_sample
a0,captures\a0\rep020_20251219-223359,0,48000,16320,0.00079060,0.03313772,32.446,0.11490,0,aligned_meta.onset_sample
a0,captures\a0\rep021_20251219-223402,1,48000,16080,0.00068342,0.03591728,34.411,0.12350,0,aligned_meta.onset_sample
a0,captures\a0\rep022_20251219-223404,0,48000,16080,0.00069852,0.03421931,33.801,0.11859,0,aligned_meta.onset_sample
a0,captures\a0\rep023_20251219-223407,0,48000,16080,0.00071277,0.03430251,33.646,0.11508,0,aligned_meta.onset_sample
a0,captures\a0\rep024_20251219-223409,0,48000,16080,0.00098599,0.03843239,31.816,0.13028,0,aligned_meta.onset_sample
a1,captures\a1\rep001_20251219-134648,0,48000,14880,0.00091599,0.02400517,28.367,0.09235,0,aligned_meta.onset_sample
a1,captures\a1\rep002_20251219-134651,0,48000,16560,0.00096957,0.02539986,28.364,0.08994,0,aligned_meta.onset_sample
a1,captures\a1\rep003_20251219-134653,0,48000,16080,0.00106156,0.02953664,28.888,0.09625,0,aligned_meta.onset_sample
a1,captures\a1\rep004_20251219-134659,0,48000,16080,0.00080623,0.02784463,30.765,0.09146,0,aligned_meta.onset_sample
a1,captures\a1\rep005_20251219-134701,0,48000,15840,0.00090506,0.02677782,29.421,0.08316,0,aligned_meta.onset_sample
a1,captures\a1\rep006_20251219-134704,0,48000,15840,0.00092375,0.02968772,30.140,0.10144,0,aligned_meta.onset_sample
a1,captures\a1\rep007_20251219-134706,0,48000,16080,0.00096858,0.02570517,28.477,0.09512,0,aligned_meta.onset_sample
a1,captures\a1\rep009_20251219-134711,0,48000,15840,0.00099268,0.02486704,27.975,0.09451,0,aligned_meta.onset_sample
a1,captures\a1\rep010_20251219-134713,0,48000,16320,0.00095484,0.02804008,29.356,0.09039,0,aligned_meta.onset_sample
a1,captures\a1\rep011_20251219-134715,0,48000,15360,0.00081245,0.02760882,30.624,0.09125,0,aligned_meta.onset_sample
a1,captures\a1\rep012_20251219-134717,0,48000,16080,0.00091753,0.02605612,29.065,0.08746,0,aligned_meta.onset_sample
a1,captures\a1\rep013_20251219-134720,0,48000,16320,0.00089779,0.02886115,30.142,0.09656,0,aligned_meta.onset_sample
a1,captures\a1\rep014_20251219-134722,0,48000,15840,0.00070950,0.02719367,31.669,0.09207,0,aligned_meta.onset_sample
a1,captures\a1\rep016_20251219-134726,0,48000,15840,0.00106588,0.03157790,29.433,0.10339,0,aligned_meta.onset_sample
a1,captures\a1\rep017_20251219-134729,0,48000,15840,0.00095009,0.03085232,30.230,0.10562,0,aligned_meta.onset_sample
a1,captures\a1\rep018_20251219-134731,0,48000,16320,0.00100379,0.03046018,29.641,0.11148,0,aligned_meta.onset_sample
a1,captures\a1\rep019_20251219-134733,0,48000,16320,0.00083726,0.02637867,29.967,0.08484,0,aligned_meta.onset_sample
a1,captures\a1\rep020_20251219-134736,0,48000,15600,0.00088224,0.03284167,31.416,0.11484,0,aligned_meta.onset_sample
a1,captures\a1\rep021_20251219-224114,1,48000,15600,0.00064659,0.02945356,33.169,0.10669,0,aligned_meta.onset_sample
a1,captures\a1\rep022_20251219-224117,1,48000,15600,0.00048528,0.03101579,36.110,0.10703,0,aligned_meta.onset_sample
a1,captures\a1\rep023_20251219-224119,0,48000,15120,0.00071173,0.03114031,32.819,0.10373,0,aligned_meta.onset_sample
a1,captures\a1\rep024_20251219-224121,1,48000,15840,0.00061854,0.02921409,33.483,0.11841,0,aligned_meta.onset_sample
a1,captures\a1\rep025_20251219-224123,0,48000,15600,0.00069722,0.02968304,32.581,0.10306,0,aligned_meta.onset_sample
a2,captures\a2\rep001_20251219-224348,0,48000,14880,0.00090826,0.03264457,31.111,0.13916,0,aligned_meta.onset_sample
a2,captures\a2\rep002_20251219-224350,1,48000,15600,0.00075030,0.03168362,32.511,0.12949,0,aligned_meta.onset_sample
a2,captures\a2\rep003_20251219-224353,1,48000,15600,0.00060669,0.03231884,34.528,0.13281,0,aligned_meta.onset_sample
a2,captures\a2\rep004_20251219-224355,0,48000,15120,0.00085579,0.02982339,30.843,0.11868,0,aligned_meta.onset_sample
a2,captures\a2\rep005_20251219-224358,1,48000,14880,0.00080622,0.03255969,32.124,0.13727,0,aligned_meta.onset_sample
a3,captures\a3\rep001_20251219-135558,0,48000,16080,0.00189499,0.04127875,26.762,0.12476,0,aligned_meta.onset_sample
a3,captures\a3\rep002_20251219-135600,0,48000,15600,0.00107771,0.04335192,32.089,0.12555,0,aligned_meta.onset_sample
a3,captures\a3\rep003_20251219-135602,0,48000,15600,0.00088725,0.04641283,34.371,0.13382,0,aligned_meta.onset_sample
