label,mode,folder,fs,pre_ms,lead_ms,post_ms,peak,clip,rms_pre,rms_post,snr_proxy_db,onset_sample,onset_ms_est,onset_minus_enter_ms,flags,moved_to
c3,stress,c3\rep003_20251219-234508,48000,300,0,400,0.089508056640625,0,0.008965657092630863,0.03849659115076065,12.656802261140694,15600,325.0,25.0,,
c3,stress,c3\rep004_20251219-234511,48000,300,0,400,0.114166259765625,0,0.007237815763801336,0.043404389172792435,15.558521494255492,14640,305.0,5.0,,
c3,stress,c3\rep005_20251219-234514,48000,300,0,400,0.0892333984375,0,0.01135129202157259,0.03638710454106331,10.11804351558077,16320,340.0,40.0,,
c4,stress,c4\rep001_20251219-234930,48000,300,0,400,0.12457275390625,0,0.003869280917569995,0.03870733827352524,20.00325890724905,15120,315.0,15.0,,
c4,stress,c4\rep002_20251219-234933,48000,300,0,400,0.13250732421875,0,0.0038218789268285036,0.041952166706323624,20.809547351224452,14640,305.0,5.0,,
c4,stress,c4\rep003_20251219-234937,48000,300,0,400,0.134552001953125,0,0.004673462826758623,0.04169614613056183,19.00914081923852,15360,320.0,20.0,,
c4,stress,c4\rep004_20251219-234940,48000,300,0,400,0.135955810546875,0,0.004360300954431295,0.03916449099779129,19.06751864264984,15120,315.0,15.0,,
c4,stress,c4\rep005_20251219-234943,48000,300,0,400,0.1279296875,0,0.002428834093734622,0.03932990878820419,24.186498419387416,14880,310.0,10.0,,
c5,stress,c5\rep001_20251219-235302,48000,300,0,400,0.09332275390625,0,0.00520335091277957,0.0240689255297184,13.303470443502137,16320,340.0,40.0,,
c5,stress,c5\rep002_20251219-235305,48000,300,0,400,0.096923828125,0,0.0020703233312815428,0.02278056927025318,20.83052410990397,16080,335.0,35.0,,
c5,stress,c5\rep003_20251219-235309,48000,300,0,400,0.095977783203125,0,0.0020557157695293427,0.025458190590143204,21.85728543729711,16080,335.0,35.0,,
c5,stress,c5\rep004_20251219-235312,48000,300,0,400,0.090606689453125,0,0.0014521643752232194,0.023460350930690765,24.166368905866136,15120,315.0,15.0,,
c5,stress,c5\rep005_20251219-235315,48000,300,0,400,0.08819580078125,0,0.0028054416179656982,0.022775739431381226,18.189422289801037,15600,325.0,25.0,,
c6,stress,c6\rep001_20251219-235648,48000,300,0,400,0.087738037109375,0,0.002567133167758584,0.01704619638621807,16.443578919416296,15600,325.0,25.0,,
c6,stress,c6\rep002_20251219-235651,48000,300,0,400,0.100555419921875,0,0.0014133462682366371,0.020687920972704887,23.309359714332082,16080,335.0,35.0,,
c6,stress,c6\rep003_20251219-235655,48000,300,0,400,0.11309814453125,0,0.0028235302306711674,0.02299528196454048,18.2169232462351,15600,325.0,25.0,,
c6,stress,c6\rep004_20251219-235658,48000,300,0,400,0.101043701171875,0,0.0017325407825410366,0.01953289844095707,21.041659944909647,14880,310.0,10.0,,
c6,stress,c6\rep005_20251219-235702,48000,300,0,400,0.1171875,0,0.004533557686954737,0.022792378440499306,14.027008484882275,15600,325.0,25.0,,
c7,stress,c7\rep001_20251220-000048,48000,300,0,400,0.064544677734375,0,0.0034483466297388077,0.012425151653587818,11.133813846021338,15840,330.0,30.0,,
c7,stress,c7\rep002_20251220-000051,48000,300,0,400,0.079010009765625,0,0.0033398715313524008,0.015350159257650375,13.247660439238969,15600,325.0,25.0,,
c7,stress,c7\rep003_20251220-000058,48000,300,0,400,0.046875,0,0.0017773712752386928,0.009295227006077766,14.369632915363251,15360,320.0,20.0,,
